LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3	C: Only identified by site	C: Reverse	C: Potential contaminant	C: ProteasomeAnnotation	C: SubComplexAnnotation	C: GraphGroup	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS Count	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
21.6739	23.1879	22.2027	22.1673	21.5823	21.1868	NaN	23.3948	NaN	23.701	22.2078	22.361	23.2026	22.1701	22.7985	23.7489	22.3841	NaN	23.6379	21.859	21.2679	22.1021	NaN	NaN							4	4	4	37.4	37.4	37.4	13.998	0	14.751	230720000	39	AT4G29350.1	AT4G29350.1	"AT4G29350.1 | Symbols: PFN2, PRO2, PRF2 | profilin 2 | chr4:14450135-14451119 FORWARD LENGTH=131"
24.2409	24.653	24.1799	21.5395	21.5362	23.9578	25.0189	25.746	25.809	23.6189	21.7146	24.1276	25.0538	24.9915	24.8198	21.7163	20.4587	24.4742	25.4783	24.5678	24.6987	23.6582	NaN	24.3084							7	6	6	48.3	48.3	48.3	15.91	0	80.684	1069900000	105	AT4G29410.2;AT4G29410.1	AT4G29410.2;AT4G29410.1	AT4G29410.2 | Symbols:  | Ribosomal L28e protein family | chr4:14468439-14469964 REVERSE LENGTH=143;AT4G29410.1 | Symbols:  | Ribosomal L28e protein family | chr4:14468439-14469964 REVERSE LENGTH=143
23.7864	NaN	22.716	NaN	NaN	NaN	24.6935	26.2018	24.8051	NaN	23.9447	23.874	NaN	NaN	NaN	NaN	NaN	NaN	21.7948	NaN	NaN	NaN	NaN	NaN							16	15	15	22.6	21.5	21.5	109.33	0	145.35	382820000	36	AT4G30160.1;AT4G30160.2;AT5G57320.1	AT4G30160.1;AT4G30160.2	"AT4G30160.1 | Symbols: VLN4, ATVLN4 | villin 4 | chr4:14754528-14759511 FORWARD LENGTH=974;AT4G30160.2 | Symbols: VLN4 | villin 4 | chr4:14754528-14759511 FORWARD LENGTH=983"
24.8513	25.9215	25.2463	22.8407	23.8798	24.2759	25.69	26.9566	26.8452	25.7496	25.162	26.2527	25.7804	25.5768	25.9963	24.6415	NaN	24.9285	25.8943	25.5224	26.3816	24.9405	24.9215	25.404							20	20	20	75.1	75.1	75.1	35.828	0	237.82	2404900000	224	AT4G30170.1;AT2G18980.1;AT5G67400.1	AT4G30170.1	AT4G30170.1 | Symbols:  | Peroxidase family protein | chr4:14762922-14764482 FORWARD LENGTH=325
21.0683	21.3281	21.0859	NaN	21.4741	21.6596	22.3223	NaN	NaN	22.7566	NaN	NaN	22.6062	22.6274	22.7442	NaN	NaN	NaN	22.8805	22.3942	22.7253	22.6498	22.768	NaN							7	7	2	6.9	6.9	2.6	104.4	0	16.24	103410000	3	AT4G30190.1;AT4G30190.2	AT4G30190.1;AT4G30190.2	"AT4G30190.1 | Symbols: AHA2, PMA2, HA2 | H(+)-ATPase 2 | chr4:14770820-14775920 REVERSE LENGTH=948;AT4G30190.2 | Symbols: HA2 | H(+)-ATPase 2 | chr4:14770820-14775920 REVERSE LENGTH=981"
25.9319	25.6462	24.8228	24.4146	24.9638	26.024	35.5245	35.2649	35.1812	33.9739	33.4788	33.1993	31.113	31.0091	31.3373	32.3386	32.7249	32.9029	30.1466	29.9881	30.6485	32.3147	33.0864	31.8836				PBA1;PBA1mature	CP	Beta	24	24	24	100	100	100	23.869	0	323.31	4.49E+11	3304	AT4G31300mature.3;AT4G31300mature.1;AT4G31300.3;AT4G31300.1;AT4G31300mature.2;AT4G31300.2	AT4G31300mature.3;AT4G31300mature.1;AT4G31300.3;AT4G31300.1;AT4G31300mature.2;AT4G31300.2	AT4G31300mature.3 | Symbols: PBA1 | N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein | chr4:15188927-15190935 FORWARD LENGTH=233;AT4G31300mature.1 | Symbols: PBA1 | N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfam
23.5177	23.6748	24.1152	21.5588	NaN	23.0192	24.383	24.9195	24.6484	24.2814	24.1979	24.021	24.4264	24.4951	24.3733	NaN	NaN	NaN	24.096	24.18	24.1145	23.8329	NaN	23.8005							6	6	6	8.2	8.2	8.2	106.08	0	37.804	624250000	79	AT4G31490.1;AT4G31480.2;AT4G31480.1	AT4G31490.1;AT4G31480.2;AT4G31480.1	"AT4G31490.1 | Symbols:  | Coatomer, beta subunit | chr4:15269460-15272693 FORWARD LENGTH=948;AT4G31480.2 | Symbols:  | Coatomer, beta subunit | chr4:15264145-15267384 FORWARD LENGTH=948;AT4G31480.1 | Symbols:  | Coatomer, beta subunit | chr4:15264145-15267"
22.6622	20.8697	23.074	21.1878	NaN	21.0344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.9318	NaN	NaN	NaN							4	4	4	25	25	25	35.228	0	17.552	48506000	13	AT4G31530.1;AT4G31530.2	AT4G31530.1;AT4G31530.2	AT4G31530.1 | Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr4:15282281-15284064 FORWARD LENGTH=324;AT4G31530.2 | Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr4:15282281-15284064 FORWARD LENGTH=338
NaN	NaN	NaN	NaN	23.4057	23.0039	NaN	NaN	NaN	23.9753	23.0773	23.8772	NaN	NaN	NaN	23.1572	NaN	23.6877	NaN	NaN	NaN	24.1275	23.5722	23.9401							5	5	3	27.5	27.5	23	22.458	0	14.906	254720000	12	AT4G31580.2;AT4G31580.1	AT4G31580.2;AT4G31580.1	"AT4G31580.2 | Symbols: SRZ-22, SRZ22, RSZP22, RSZ22, At-RSZ22 | serine/arginine-rich 22 | chr4:15306983-15308064 FORWARD LENGTH=200;AT4G31580.1 | Symbols: SRZ-22, SRZ22, RSZP22, RSZ22, At-RSZ22 | serine/arginine-rich 22 | chr4:15306983-15308064 FORWARD LEN"
24.8681	25.3083	24.864	21.8255	21.9853	23.9975	25.688	26.4126	26.3639	24.383	22.97	24.2715	25.3488	25.6422	25.2908	24.1404	NaN	24.4161	25.4641	25.1373	25.4624	24.3703	NaN	24.4198							13	5	5	45.2	19.2	19.2	28.367	0	31.71	1519800000	121	AT4G31700.1;AT4G31700.2	AT4G31700.1;AT4G31700.2	"AT4G31700.1 | Symbols: RPS6, RPS6A | ribosomal protein S6 | chr4:15346306-15347714 REVERSE LENGTH=250;AT4G31700.2 | Symbols: RPS6, RPS6A | ribosomal protein S6 | chr4:15346306-15347075 REVERSE LENGTH=188"
21.4199	22.4259	22.0909	20.8795	20.918	21.0604	NaN	23.508	NaN	22.8176	NaN	NaN	21.8351	NaN	21.8543	23.7026	NaN	NaN	23.1857	NaN	21.8785	NaN	NaN	22.0093							4	4	4	11.2	11.2	11.2	49.324	0	8.577	115010000	15	AT4G31990.4;AT4G31990.2;AT4G31990.1;AT4G31990.3	AT4G31990.4;AT4G31990.2;AT4G31990.1;AT4G31990.3	"AT4G31990.4 | Symbols: ASP5 | aspartate aminotransferase 5 | chr4:15471074-15473521 REVERSE LENGTH=448;AT4G31990.2 | Symbols: ASP5, AAT3, ATAAT1 | aspartate aminotransferase 5 | chr4:15471074-15473521 REVERSE LENGTH=453;AT4G31990.1 | Symbols: ASP5, AAT3, A"
21.409	22.1184	22.4717	NaN	21.322	23.3025	NaN	21.8772	NaN	22.7576	NaN	22.7229	22.5596	23.2134	22.2703	22.6577	NaN	23.089	22.5704	21.9452	22.6896	22.2428	21.7671	21.9816							4	4	4	17	17	17	39.818	0	16.235	192510000	25	AT4G32460.2;AT4G32460.1	AT4G32460.2;AT4G32460.1	"AT4G32460.2 | Symbols:  | Protein of unknown function, DUF642 | chr4:15663036-15664859 REVERSE LENGTH=365;AT4G32460.1 | Symbols:  | Protein of unknown function, DUF642 | chr4:15663036-15664859 REVERSE LENGTH=365"
21.6245	21.86	21.2738	21.9244	21.2765	21.1403	NaN	22.1146	NaN	NaN	NaN	NaN	NaN	21.3293	22.1993	23.6932	NaN	NaN	22.7082	NaN	21.0135	NaN	NaN	NaN							4	4	4	7.7	7.7	7.7	112.92	0	12.051	97198000	13	AT4G33010.1;AT4G33010.2;AT2G26080.1	AT4G33010.1;AT4G33010.2;AT2G26080.1	"AT4G33010.1 | Symbols: AtGLDP1, GLDP1 | glycine decarboxylase P-protein 1 | chr4:15926852-15931150 REVERSE LENGTH=1037;AT4G33010.2 | Symbols: AtGLDP1, GLDP1 | glycine decarboxylase P-protein 1 | chr4:15927133-15931150 REVERSE LENGTH=976;AT2G26080.1 | Symbo"
20.956	NaN	NaN	NaN	NaN	NaN	21.1059	21.3605	21.1179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							2	2	2	5.4	5.4	5.4	66.212	0.0010101	3.3733	12746000	2	AT4G33070.1;AT5G01320.1;AT5G54960.1	AT4G33070.1;AT5G01320.1;AT5G54960.1	AT4G33070.1 | Symbols:  | Thiamine pyrophosphate dependent pyruvate decarboxylase family protein | chr4:15952519-15954676 REVERSE LENGTH=607;AT5G01320.1 | Symbols:  | Thiamine pyrophosphate dependent pyruvate decarboxylase family protein | chr5:129484-1316
21.9151	21.2329	21.6403	NaN	NaN	20.5966	22.6405	22.7132	22.4263	22.0369	21.9332	21.9931	23.4298	23.2997	22.6397	NaN	21.9853	NaN	22.7506	22.0626	22.6955	21.4237	22.1984	22.0107							5	4	3	13.4	11.2	9.5	56.148	0	26.893	197490000	33	AT4G33510.1;AT4G33510.2	AT4G33510.1;AT4G33510.2	AT4G33510.1 | Symbols: DHS2 | 3-deoxy-d-arabino-heptulosonate 7-phosphate synthase | chr4:16116496-16118549 FORWARD LENGTH=507;AT4G33510.2 | Symbols: DHS2 | 3-deoxy-d-arabino-heptulosonate 7-phosphate synthase | chr4:16116496-16118233 FORWARD LENGTH=432
23.6257	22.1836	22.0232	NaN	NaN	19.8056	NaN	NaN	NaN	NaN	NaN	NaN	23.7321	23.6595	NaN	NaN	NaN	NaN	22.4817	22.3548	21.8111	NaN	NaN	NaN							12	7	7	20.7	14.5	14.5	89.626	0	25.884	127740000	23	AT4G33650.1;AT4G33650.2	AT4G33650.1;AT4G33650.2	"AT4G33650.1 | Symbols: ADL2, DRP3A | dynamin-related protein 3A | chr4:16161073-16166587 FORWARD LENGTH=808;AT4G33650.2 | Symbols: DRP3A | dynamin-related protein 3A | chr4:16161073-16166587 FORWARD LENGTH=809"
24.8956	25.0115	25.2293	21.1888	23.9122	24.4567	26.205	26.2038	25.7875	24.9795	25.133	24.7179	25.6773	25.413	25.4875	25.3931	24.8348	25.175	25.928	25.4992	26.138	25.3074	25.224	25.1727							16	16	16	46.4	46.4	46.4	50.396	0	182.49	2061700000	198	AT4G33680.1	AT4G33680.1	AT4G33680.1 | Symbols: AGD2 | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr4:16171847-16174630 REVERSE LENGTH=461
21.833	21.6991	NaN	21.1393	NaN	NaN	NaN	22.255	22.8869	22.6291	NaN	NaN	NaN	NaN	NaN	21.8557	NaN	NaN	22.2229	NaN	NaN	NaN	NaN	NaN							3	3	3	41.9	41.9	41.9	16.714	0	14.395	49562000	5	AT4G34050.2;AT4G34050.1	AT4G34050.2;AT4G34050.1	AT4G34050.2 | Symbols: CCoAOMT1 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:16310844-16311973 FORWARD LENGTH=148;AT4G34050.1 | Symbols: CCoAOMT1 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protei
22.8305	22.1353	22.5847	20.8004	22.1347	22.1648	22.5579	23.138	24.1165	23.3853	NaN	23.1022	23.3992	22.5157	22.5454	NaN	NaN	NaN	23.0012	21.8622	22.8326	22.6811	22.9072	22.4559							5	3	3	11.9	6.7	6.7	68.672	0	7.0401	264890000	15	AT4G34110.1	AT4G34110.1	"AT4G34110.1 | Symbols: PAB2, PABP2, ATPAB2 | poly(A) binding protein 2 | chr4:16336732-16339892 FORWARD LENGTH=629"
24.3233	23.9841	25.116	20.5028	22.8582	23.01	24.5072	25.3965	24.2622	23.48	23.8153	NaN	24.5285	23.8624	24.6255	22.7159	23.2849	NaN	24.3305	23.3579	24.1639	NaN	NaN	23.9825							9	9	9	22.2	22.2	22.2	63.324	0	32.147	659300000	87	AT4G34200.1;AT1G17745.1;AT1G17745.2	AT4G34200.1	AT4G34200.1 | Symbols: EDA9 | D-3-phosphoglycerate dehydrogenase | chr4:16374041-16376561 REVERSE LENGTH=603
24.2561	24.5721	25.0243	22.849	23.096	23.736	24.903	25.6021	25.4667	25.3046	NaN	25.0824	25.7141	25.457	25.1208	NaN	23.5763	NaN	25.126	25.0246	24.8674	23.6982	NaN	24.5282							22	22	22	38.1	38.1	38.1	98.49	0	68.749	1202100000	144	AT4G34450.1	AT4G34450.1	"AT4G34450.1 | Symbols:  | coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP, putative | chr4:16471956-16476795 FORWARD LENGTH=886"
22.4112	22.2695	21.9946	21.4757	22.2006	21.3507	NaN	NaN	NaN	NaN	22.5734	23.7122	22.2379	NaN	23.3306	NaN	NaN	21.7915	22.1374	25.6006	NaN	NaN	20.9788	21.6757							4	4	4	9.9	9.9	9.9	50.969	0	8.9277	222210000	14	AT4G34490.1	AT4G34490.1	"AT4G34490.1 | Symbols: ATCAP1, CAP 1, CAP1 | cyclase associated protein 1 | chr4:16484896-16487355 REVERSE LENGTH=476"
20.4769	21.181	21.1169	NaN	NaN	19.5902	21.6827	23.6488	NaN	NaN	NaN	NaN	21.2481	NaN	NaN	NaN	NaN	NaN	23.2099	21.0218	21.2961	NaN	NaN	NaN							2	2	2	31.9	31.9	31.9	12.699	0	4.7263	67051000	3	AT4G34620.1	AT4G34620.1	AT4G34620.1 | Symbols: SSR16 | small subunit ribosomal protein 16 | chr4:16535084-16536092 REVERSE LENGTH=113
24.9816	25.4841	24.8306	21.6997	22.1803	23.1058	25.7723	26.3956	25.9633	NaN	NaN	23.7119	25.9039	25.6232	25.4629	NaN	25.7874	NaN	25.9128	25.4461	25.5011	23.0459	NaN	23.5991							14	5	5	51.5	32.1	32.1	29.803	0	132.64	1430500000	136	AT4G34670.1	AT4G34670.1	AT4G34670.1 | Symbols:  | Ribosomal protein S3Ae | chr4:16548724-16550222 FORWARD LENGTH=262
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.7265	23.7839	21.9613	24.2655	NaN	NaN	NaN	NaN	22.3402	22.3176	NaN	NaN	NaN	NaN	22.8795	20.3917							1	1	1	5.1	5.1	5.1	13.616	0	4.1999	61793000	1	AT4G34700.1	AT4G34700.1	"AT4G34700.1 | Symbols: CIB22, AtCIB22 | LYR family of Fe/S cluster biogenesis protein | chr4:16556874-16558362 FORWARD LENGTH=117"
23.5607	24.5578	23.4505	24.0521	23.0397	23.0176	24.1824	25.8932	24.6309	25.3822	23.6586	24.2596	23.645	23.5984	23.8845	24.7412	NaN	23.4918	25.039	23.1709	23.4541	23.9057	NaN	NaN							8	8	6	64	64	58.7	18.378	0	107.28	805680000	81	AT4G34870.1	AT4G34870.1	"AT4G34870.1 | Symbols: ROC5, ATCYP1 | rotamase cyclophilin 5 | chr4:16614451-16614969 FORWARD LENGTH=172"
NaN	NaN	20.6	NaN	19.041	20.318	NaN	NaN	21.5786	NaN	NaN	NaN	18.5911	NaN	18.8471	NaN	18.4087	19.8568	21.2048	NaN	19.7241	NaN	NaN	NaN							2	2	2	10.4	10.4	10.4	36.4	0	5.9733	21662000	8	AT4G34920.1	AT4G34920.1	AT4G34920.1 | Symbols:  | PLC-like phosphodiesterases superfamily protein | chr4:16635745-16636701 FORWARD LENGTH=318
21.7711	22.0154	22.1633	NaN	20.6296	22.1156	22.9289	23.9203	21.7685	22.4787	NaN	NaN	21.5509	NaN	22.3713	22.3101	NaN	NaN	22.4962	NaN	21.7157	21.7108	NaN	NaN							9	4	3	19.9	9.6	7.9	56.931	0	15.686	145980000	10	AT4G35090.1;AT4G35090.2	AT4G35090.1;AT4G35090.2	AT4G35090.1 | Symbols: CAT2 | catalase 2 | chr4:16700937-16703215 REVERSE LENGTH=492;AT4G35090.2 | Symbols: CAT2 | catalase 2 | chr4:16701105-16703215 REVERSE LENGTH=474
25.9001	26.1219	25.4805	23.6432	24.7708	25.309	27.2547	27.8038	27.2255	25.5574	25.3056	25.5518	26.2014	25.989	25.5717	23.9366	24.0584	24.4681	25.9192	25.7653	25.9193	24.7779	25.0195	25.3216							21	21	12	59.1	59.1	40	47.359	0	224.32	3003700000	296	AT4G35630.1	AT4G35630.1	AT4G35630.1 | Symbols: PSAT | phosphoserine aminotransferase | chr4:16904205-16905497 FORWARD LENGTH=430
21.6104	21.2371	NaN	20.6525	NaN	NaN	NaN	NaN	NaN	21.9891	NaN	NaN	20.7845	NaN	NaN	NaN	NaN	NaN	21.1529	NaN	NaN	NaN	NaN	NaN							8	2	2	10.5	2.7	2.7	98.151	0.0067372	2.8682	21931000	4	AT4G35830.1;AT4G35830.2	AT4G35830.1;AT4G35830.2	AT4G35830.1 | Symbols: ACO1 | aconitase 1 | chr4:16973007-16977949 REVERSE LENGTH=898;AT4G35830.2 | Symbols: ACO1 | aconitase 1 | chr4:16973007-16977278 REVERSE LENGTH=795
23.3427	23.5848	23.1159	21.2564	21.3604	23.0439	23.4063	23.8744	23.4989	23.2626	NaN	23.5036	23.5841	23.6496	22.9546	23.3675	NaN	23.1874	23.6895	23.5858	23.8698	23.3511	NaN	23.5678							13	3	3	54.3	19.4	19.4	27.948	0	20.803	355760000	28	AT4G36130.1;AT3G51190.1	AT4G36130.1	AT4G36130.1 | Symbols:  | Ribosomal protein L2 family | chr4:17097613-17098656 FORWARD LENGTH=258
24.7239	26.0046	25.1461	23.1356	26.5095	25.9544	25.0401	26.0466	NaN	26.0932	25.6672	24.6036	26.5046	26.4577	25.5782	25.478	26.5425	25.5071	26.4762	26.1661	25.6845	25.9061	26.6501	26.2427							18	18	18	67.2	67.2	67.2	33.681	0	214.69	2945000000	262	AT4G37800.1;AT5G65730.1	AT4G37800.1	AT4G37800.1 | Symbols: XTH7 | xyloglucan endotransglucosylase/hydrolase 7 | chr4:17775703-17777372 REVERSE LENGTH=293
NaN	21.5652	21.2135	NaN	NaN	NaN	NaN	22.4113	23.1918	NaN	NaN	NaN	21.398	NaN	21.9854	NaN	NaN	NaN	22.3331	NaN	21.9361	NaN	NaN	NaN							8	7	6	16.4	14.8	12.8	73.074	0	19.223	62630000	12	AT4G37910.1	AT4G37910.1	AT4G37910.1 | Symbols: mtHsc70-1 | mitochondrial heat shock protein 70-1 | chr4:17825368-17828099 REVERSE LENGTH=682
22.1909	23.5037	22.925	22.9465	23.0291	23.0843	NaN	24.175	NaN	23.7834	NaN	23.0846	23.8639	23.2182	24.0373	24.793	23.3856	NaN	24.057	23.0555	22.7579	23.4534	NaN	23.3691							12	12	12	36.2	36.2	36.2	57.4	0	44.72	402300000	44	AT4G37930.1;AT5G26780.1;AT5G26780.3;AT5G26780.2	AT4G37930.1	"AT4G37930.1 | Symbols: SHM1, STM, SHMT1 | serine transhydroxymethyltransferase 1 | chr4:17831891-17834742 REVERSE LENGTH=517"
26.1701	25.9623	25.9364	23.5303	24.4248	25.3668	31.2296	30.4478	31.7092	32.4708	31.6931	31.7248	33.3162	33.219	32.8464	32.5467	33.2523	33.212	32.394	32.0729	32.2739	32.343	33.5225	32.3176				RPN10	RP	RPN	23	23	23	52.6	52.6	52.6	40.757	0	323.31	2.34E+11	2826	AT4G38630.1	AT4G38630.1	"AT4G38630.1 | Symbols: RPN10, MCB1, ATMCB1, MBP1 | regulatory particle non-ATPase 10 | chr4:18057357-18059459 REVERSE LENGTH=386"
23.9383	24.2238	24.0794	21.9436	22.7308	23.9797	24.8418	25.4695	25.254	23.7085	23.2123	23.4969	25.5	25.0618	24.2556	23.5604	23.1353	23.95	25.7307	25.0053	24.8806	23.9083	NaN	23.4888							3	3	3	24.1	24.1	24.1	19.153	0	105.69	1037400000	101	AT4G38680.1	AT4G38680.1	"AT4G38680.1 | Symbols: GRP2, CSDP2, CSP2, ATCSP2 | glycine rich protein 2 | chr4:18072240-18072851 REVERSE LENGTH=203"
23.5747	24.0503	23.4999	23.8325	22.7785	22.9411	23.7233	25.8167	24.1421	25.8008	24.5034	24.256	24.3436	23.3774	24.117	25.3881	NaN	23.9911	24.7139	NaN	22.9099	23.7826	NaN	22.6346							5	5	3	40.1	40.1	27.3	18.373	0	23.568	811380000	69	AT4G38740.1	AT4G38740.1	AT4G38740.1 | Symbols: ROC1 | rotamase CYP 1 | chr4:18083620-18084138 REVERSE LENGTH=172
25.7671	25.6063	26.2169	24.9402	24.7601	24.7594	25.2695	25.9908	25.7174	26.0507	24.8948	24.8503	26.3293	25.4227	26.4753	26.7218	24.9367	25.3252	26.3215	25.1491	25.8227	25.2383	25.7503	24.3596							20	20	12	53.8	53.8	37.4	42.987	0	144.15	2606200000	207	AT4G38970.1;AT4G38970.2	AT4G38970.1;AT4G38970.2	AT4G38970.1 | Symbols: FBA2 | fructose-bisphosphate aldolase 2 | chr4:18163714-18165659 REVERSE LENGTH=398;AT4G38970.2 | Symbols: FBA2 | fructose-bisphosphate aldolase 2 | chr4:18163769-18165659 REVERSE LENGTH=381
NaN	NaN	NaN	NaN	21.2365	NaN	NaN	NaN	NaN	21.8996	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.177	NaN	NaN	NaN	22.2408	22.0874	21.8121							2	2	2	3.4	3.4	3.4	92.832	0	4.5296	35715000	7	AT4G39080.1;AT2G21410.1	AT4G39080.1;AT2G21410.1	AT4G39080.1 | Symbols: VHA-A3 | vacuolar proton ATPase A3 | chr4:18209513-18214752 FORWARD LENGTH=821;AT2G21410.1 | Symbols: VHA-A2 | vacuolar proton ATPase A2 | chr2:9162703-9168141 FORWARD LENGTH=821
23.6112	24.1274	23.791	NaN	NaN	23.014	24.7082	25.1976	25.6017	NaN	21.7481	NaN	24.2602	24.193	24.0663	22.9915	NaN	22.8814	24.7775	23.9887	24.7985	21.5443	NaN	22.8093							6	6	4	44.9	44.9	35.5	11.925	0	98.767	666350000	75	AT4G39200.2;AT4G39200.1	AT4G39200.2;AT4G39200.1	AT4G39200.2 | Symbols:  | Ribosomal protein S25 family protein | chr4:18257464-18258464 FORWARD LENGTH=107;AT4G39200.1 | Symbols:  | Ribosomal protein S25 family protein | chr4:18257464-18258464 FORWARD LENGTH=108
23.7274	23.954	23.4833	22.5616	22.3451	22.5891	23.6081	24.765	24.0859	24.9007	22.2465	22.6883	24.653	24.1023	23.9783	24.8637	22.9417	23.4688	24.9598	23.73	23.7103	23.0518	NaN	21.8951							7	7	6	55	55	48.5	16.578	0	84.41	680140000	43	AT4G39260.1;AT4G39260.3;AT4G39260.2;AT4G39260.4	AT4G39260.1;AT4G39260.3;AT4G39260.2	"AT4G39260.1 | Symbols: CCR1, ATGRP8, GR-RBP8, GRP8 | cold, circadian rhythm, and RNA binding 1 | chr4:18274166-18274958 REVERSE LENGTH=169;AT4G39260.3 | Symbols: CCR1, ATGRP8, GR-RBP8, GRP8 | cold, circadian rhythm, and RNA binding 1 | chr4:18274166-182749"
21.7462	NaN	NaN	NaN	NaN	NaN	22.5169	22.0217	22.6387	NaN	NaN	NaN	22.461	NaN	21.801	NaN	NaN	NaN	22.3741	NaN	22.1752	NaN	NaN	21.5887							4	2	2	9.5	5.7	5.7	57.978	0	7.2299	80075000	3	AT4G39980.1	AT4G39980.1	AT4G39980.1 | Symbols: DHS1 | 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase 1 | chr4:18539654-18541832 FORWARD LENGTH=525
NaN	NaN	NaN	20.2123	20.6522	20.863	NaN	21.7395	NaN	NaN	NaN	NaN	22.7265	NaN	21.8594	NaN	NaN	NaN	21.5535	NaN	NaN	NaN	NaN	NaN							2	2	2	5.9	5.9	5.9	31.139	0	3.9434	37408000	5	AT5G01530.1	AT5G01530.1	AT5G01530.1 | Symbols: LHCB4.1 | light harvesting complex photosystem II | chr5:209084-210243 FORWARD LENGTH=290
22.9316	22.0606	22.1407	NaN	21.8178	23.3851	NaN	22.7744	23.0096	NaN	NaN	22.2712	22.2592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							2	2	2	14.5	14.5	14.5	28.178	0	5.0041	101370000	4	AT5G01600.1	AT5G01600.1	"AT5G01600.1 | Symbols: ATFER1, FER1 | ferretin 1 | chr5:228149-229594 REVERSE LENGTH=255"
23.5746	23.763	22.443	NaN	21.9235	22.9275	23.7017	24.514	24.1724	23.2018	NaN	22.9756	23.7533	23.7373	23.1339	22.1531	NaN	23.1802	23.9738	23.4532	23.047	23.4146	21.4699	22.9121							7	7	2	39.8	39.8	16.7	12.189	0	65.871	429880000	22	AT5G02450.1	AT5G02450.1	AT5G02450.1 | Symbols:  | Ribosomal protein L36e family protein | chr5:533501-534394 FORWARD LENGTH=108
NaN	NaN	NaN	NaN	NaN	20.9656	23.5145	22.0275	21.9198	NaN	NaN	21.0618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.5734	NaN	21.7636	NaN	NaN							27	4	3	35.5	8.9	6.9	71.386	0	8.4741	38341000	3	AT5G02490.1;AT1G56410.1	AT5G02490.1;AT1G56410.1	"AT5G02490.1 | Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr5:550296-552565 REVERSE LENGTH=653;AT1G56410.1 | Symbols: ERD2, HSP70T-1 | heat shock protein 70 (Hsp 70) family protein | chr1:21117147-21119241 FORWARD LENGTH=617"
26.9901	26.9707	26.445	26.1155	26.2028	26.851	29.3252	29.3244	28.6931	27.5788	26.6505	27.6278	27.6678	27.4584	27.1217	26.8084	25.5472	26.9422	27.6808	27.1438	27.0228	26.9107	25.0891	26.9317							52	52	18	66.4	66.4	30.1	71.357	0	323.31	9224700000	473	AT5G02500.1;AT5G02500.2	AT5G02500.1;AT5G02500.2	"AT5G02500.1 | Symbols: HSC70-1, HSP70-1, AT-HSC70-1, HSC70 | heat shock cognate protein 70-1 | chr5:554055-556334 REVERSE LENGTH=651;AT5G02500.2 | Symbols: HSC70-1, HSP70-1, AT-HSC70-1, HSC70 | heat shock cognate protein 70-1 | chr5:554055-556334 REVERSE L"
